Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mmu05031:Amphetamine addiction	9	0.9249743062692704	0.007045499398434403	ENSMUSG00000021478, ENSMUSG00000033981, ENSMUSG00000057897, ENSMUSG00000051331, ENSMUSG00000020182, ENSMUSG00000003545, ENSMUSG00000027400, ENSMUSG00000025892, ENSMUSG00000033765	327	67	7691	3.159386553471176	0.8060861287768348	0.05472337366738921	0.04741119873769496
GOTERM_BP_DIRECT	GO:0000187~activation of MAPK activity	10	1.027749229188078	0.007181321126154531	ENSMUSG00000040152, ENSMUSG00000024998, ENSMUSG00000055471, ENSMUSG00000000215, ENSMUSG00000028068, ENSMUSG00000019828, ENSMUSG00000064330, ENSMUSG00000027358, ENSMUSG00000024401, ENSMUSG00000036832	819	76	18082	2.9050189576505363	0.9999999998926612	0.2754639682000941	0.27122606099701574
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	9	0.9249743062692704	0.007264983776705779	ENSMUSG00000040152, ENSMUSG00000019796, ENSMUSG00000045534, ENSMUSG00000041431, ENSMUSG00000002944, ENSMUSG00000026043, ENSMUSG00000020704, ENSMUSG00000003545, ENSMUSG00000064246	819	63	18082	3.1540205825920116	0.9999999999179289	0.2754639682000941	0.27122606099701574
GOTERM_BP_DIRECT	GO:0051291~protein heterooligomerization	11	1.1305241521068858	0.0079875528995749	ENSMUSG00000070473, ENSMUSG00000001901, ENSMUSG00000035681, ENSMUSG00000055980, ENSMUSG00000027950, ENSMUSG00000022221, ENSMUSG00000035200, ENSMUSG00000054434, ENSMUSG00000032303, ENSMUSG00000035864, ENSMUSG00000026414	819	91	18082	2.6687866468086248	0.999999999991927	0.29241788488673626	0.2879191481961711
GOTERM_MF_DIRECT	GO:0044325~ion channel binding	13	1.3360739979445015	0.008533466885888002	ENSMUSG00000049281, ENSMUSG00000058975, ENSMUSG00000061603, ENSMUSG00000058498, ENSMUSG00000051331, ENSMUSG00000032890, ENSMUSG00000007877, ENSMUSG00000040896, ENSMUSG00000053519, ENSMUSG00000045246, ENSMUSG00000037386, ENSMUSG00000035681, ENSMUSG00000050556	795	120	17446	2.3773375262054506	0.9996484080322835	0.1931477382952211	0.18627933811877467
GOTERM_BP_DIRECT	GO:0031623~receptor internalization	7	0.7194244604316548	0.008672535213924564	ENSMUSG00000026825, ENSMUSG00000033981, ENSMUSG00000001240, ENSMUSG00000023328, ENSMUSG00000052783, ENSMUSG00000002944, ENSMUSG00000058715	819	40	18082	3.8636752136752137	0.9999999999991055	0.3119442292130011	0.30714508722510875
GOTERM_MF_DIRECT	GO:0005200~structural constituent of cytoskeleton	10	1.027749229188078	0.008808245912122575	ENSMUSG00000062591, ENSMUSG00000051747, ENSMUSG00000068893, ENSMUSG00000078664, ENSMUSG00000074445, ENSMUSG00000053797, ENSMUSG00000020396, ENSMUSG00000026414, ENSMUSG00000027238, ENSMUSG00000011751	795	78	17446	2.8134171907756813	0.9997281512028304	0.1940350094688453	0.18713505762350924
GOTERM_MF_DIRECT	GO:0019901~protein kinase binding	32	3.28879753340185	0.00899084634392279	ENSMUSG00000027496, ENSMUSG00000053046, ENSMUSG00000055980, ENSMUSG00000027654, ENSMUSG00000041498, ENSMUSG00000005268, ENSMUSG00000021313, ENSMUSG00000045534, ENSMUSG00000026825, ENSMUSG00000025658, ENSMUSG00000041431, ENSMUSG00000051747, ENSMUSG00000030867, ENSMUSG00000033419, ENSMUSG00000051225, ENSMUSG00000051146, ENSMUSG00000037217, ENSMUSG00000032356, ENSMUSG00000006542, ENSMUSG00000033981, ENSMUSG00000057897, ENSMUSG00000048387, ENSMUSG00000020151, ENSMUSG00000025422, ENSMUSG00000054161, ENSMUSG00000020396, ENSMUSG00000027469, ENSMUSG00000022018, ENSMUSG00000057914, ENSMUSG00000022619, ENSMUSG00000016349, ENSMUSG00000054423	795	434	17446	1.618039011100484	0.9997708741949659	0.1940350094688453	0.18713505762350924
GOTERM_BP_DIRECT	GO:0035249~synaptic transmission, glutamatergic	6	0.6166495375128468	0.008999971690324682	ENSMUSG00000022935, ENSMUSG00000008153, ENSMUSG00000056073, ENSMUSG00000070570, ENSMUSG00000036510, ENSMUSG00000027438	819	29	18082	4.567891878236706	0.9999999999996877	0.31499900916136386	0.31015287055888136
GOTERM_CC_DIRECT	GO:0097440~apical dendrite	5	0.513874614594039	0.009304870145054786	ENSMUSG00000026904, ENSMUSG00000032356, ENSMUSG00000000632, ENSMUSG00000006435, ENSMUSG00000021730	889	19	19662	5.820259309691552	0.9875298074916881	0.08081452033390175	0.072371212239315
GOTERM_BP_DIRECT	GO:0071277~cellular response to calcium ion	8	0.8221993833504625	0.009507011276950288	ENSMUSG00000057378, ENSMUSG00000019278, ENSMUSG00000003545, ENSMUSG00000030865, ENSMUSG00000022212, ENSMUSG00000034796, ENSMUSG00000035864, ENSMUSG00000020431	819	53	18082	3.3325500495311813	0.9999999999999388	0.3291285969248551	0.32406508004908813
KEGG_PATHWAY	mmu04972:Pancreatic secretion	11	1.1305241521068858	0.0095734036382374	ENSMUSG00000021313, ENSMUSG00000056025, ENSMUSG00000028262, ENSMUSG00000071553, ENSMUSG00000063142, ENSMUSG00000032839, ENSMUSG00000029082, ENSMUSG00000041329, ENSMUSG00000020431, ENSMUSG00000030102, ENSMUSG00000054106	327	100	7691	2.5871865443425075	0.892657368196917	0.07164611755067989	0.06207271391244249
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	146	15.00513874614594	0.009683535635122162	ENSMUSG00000058952, ENSMUSG00000079012, ENSMUSG00000028222, ENSMUSG00000022085, ENSMUSG00000026163, ENSMUSG00000055561, ENSMUSG00000020182, ENSMUSG00000019906, ENSMUSG00000026442, ENSMUSG00000042401, ENSMUSG00000028108, ENSMUSG00000022488, ENSMUSG00000027656, ENSMUSG00000061601, ENSMUSG00000021313, ENSMUSG00000003849, ENSMUSG00000046049, ENSMUSG00000053825, ENSMUSG00000036523, ENSMUSG00000030787, ENSMUSG00000052613, ENSMUSG00000035557, ENSMUSG00000032554, ENSMUSG00000059498, ENSMUSG00000026950, ENSMUSG00000025584, ENSMUSG00000061576, ENSMUSG00000022595, ENSMUSG00000026399, ENSMUSG00000022594, ENSMUSG00000022596, ENSMUSG00000029304, ENSMUSG00000063354, ENSMUSG00000053797, ENSMUSG00000073940, ENSMUSG00000030413, ENSMUSG00000033765, ENSMUSG00000011751, ENSMUSG00000031298, ENSMUSG00000021091, ENSMUSG00000057880, ENSMUSG00000008153, ENSMUSG00000020681, ENSMUSG00000020044, ENSMUSG00000026822, ENSMUSG00000000792, ENSMUSG00000042985, ENSMUSG00000005202, ENSMUSG00000022986, ENSMUSG00000023439, ENSMUSG00000026825, ENSMUSG00000020689, ENSMUSG00000098557, ENSMUSG00000091405, ENSMUSG00000030111, ENSMUSG00000012428, ENSMUSG00000003153, ENSMUSG00000032496, ENSMUSG00000069919, ENSMUSG00000055471, ENSMUSG00000030592, ENSMUSG00000069917, ENSMUSG00000024990, ENSMUSG00000025321, ENSMUSG00000022212, ENSMUSG00000001131, ENSMUSG00000020431, ENSMUSG00000041523, ENSMUSG00000040152, ENSMUSG00000020953, ENSMUSG00000026417, ENSMUSG00000025329, ENSMUSG00000063651, ENSMUSG00000037386, ENSMUSG00000034796, ENSMUSG00000032122, ENSMUSG00000026401, ENSMUSG00000023013, ENSMUSG00000020264, ENSMUSG00000024743, ENSMUSG00000023019, ENSMUSG00000022722, ENSMUSG00000039278, ENSMUSG00000020427, ENSMUSG00000063142, ENSMUSG00000030905, ENSMUSG00000030108, ENSMUSG00000038224, ENSMUSG00000029082, ENSMUSG00000037016, ENSMUSG00000058914, ENSMUSG00000054046, ENSMUSG00000029581, ENSMUSG00000023484, ENSMUSG00000027962, ENSMUSG00000022790, ENSMUSG00000025422, ENSMUSG00000021186, ENSMUSG00000064246, ENSMUSG00000063796, ENSMUSG00000060962, ENSMUSG00000024697, ENSMUSG00000020256, ENSMUSG00000022435, ENSMUSG00000019278, ENSMUSG00000039661, ENSMUSG00000070473, ENSMUSG00000011034, ENSMUSG00000075402, ENSMUSG00000064080, ENSMUSG00000052305, ENSMUSG00000038607, ENSMUSG00000024164, ENSMUSG00000022780, ENSMUSG00000028885, ENSMUSG00000026981, ENSMUSG00000023232, ENSMUSG00000027438, ENSMUSG00000027834, ENSMUSG00000043635, ENSMUSG00000062515, ENSMUSG00000022026, ENSMUSG00000073418, ENSMUSG00000022548, ENSMUSG00000062591, ENSMUSG00000025658, ENSMUSG00000051747, ENSMUSG00000068452, ENSMUSG00000022824, ENSMUSG00000073530, ENSMUSG00000032625, ENSMUSG00000056367, ENSMUSG00000054580, ENSMUSG00000030270, ENSMUSG00000028876, ENSMUSG00000026697, ENSMUSG00000006345, ENSMUSG00000071347, ENSMUSG00000060180, ENSMUSG00000044951, ENSMUSG00000020912, ENSMUSG00000046056, ENSMUSG00000020913, ENSMUSG00000033949, ENSMUSG00000050663, ENSMUSG00000054106	889	2674	19662	1.2075840931252328	0.9895766883352298	0.08133664273395239	0.07283878453786781
INTERPRO	IPR006558:LamG-like jellyroll fold	3	0.3083247687564234	0.01014973347247495	ENSMUSG00000028370, ENSMUSG00000026609, ENSMUSG00000073530	873	4	20594	17.692439862542955	0.9999992151674569	0.20270047427638382	0.19755205874686751
GOTERM_BP_DIRECT	GO:0051928~positive regulation of calcium ion transport	6	0.6166495375128468	0.010406583677300208	ENSMUSG00000031805, ENSMUSG00000057914, ENSMUSG00000023013, ENSMUSG00000041245, ENSMUSG00000030102, ENSMUSG00000036832	819	30	18082	4.415628815628816	0.9999999999999966	0.35260605332128897	0.34718134480865376
INTERPRO	IPR013099:Ion transport 2	5	0.513874614594039	0.010740959953350674	ENSMUSG00000052726, ENSMUSG00000058740, ENSMUSG00000049265, ENSMUSG00000000794, ENSMUSG00000045404	873	21	20594	5.616647575410461	0.9999996554771204	0.2084653917706652	0.20317055235704162
GOTERM_BP_DIRECT	GO:0007050~cell cycle arrest	10	1.027749229188078	0.010781880784650894	ENSMUSG00000004296, ENSMUSG00000040152, ENSMUSG00000028351, ENSMUSG00000004031, ENSMUSG00000037628, ENSMUSG00000075334, ENSMUSG00000029161, ENSMUSG00000044820, ENSMUSG00000022346, ENSMUSG00000048416	819	81	18082	2.7256967997708736	0.999999999999999	0.358150174397714	0.3526401717146722
GOTERM_BP_DIRECT	GO:0010811~positive regulation of cell-substrate adhesion	7	0.7194244604316548	0.010984595593020457	ENSMUSG00000040152, ENSMUSG00000043631, ENSMUSG00000000402, ENSMUSG00000049001, ENSMUSG00000064080, ENSMUSG00000023886, ENSMUSG00000029304	819	42	18082	3.6796906796906805	0.9999999999999994	0.35922760318292535	0.3537010246724188
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	12	1.2332990750256936	0.011053157021013088	ENSMUSG00000040152, ENSMUSG00000001506, ENSMUSG00000023019, ENSMUSG00000015619, ENSMUSG00000018927, ENSMUSG00000019122, ENSMUSG00000035352, ENSMUSG00000027962, ENSMUSG00000064246, ENSMUSG00000006127, ENSMUSG00000026822, ENSMUSG00000062515	819	110	18082	2.4085248085248083	0.9999999999999996	0.35922760318292535	0.3537010246724188
UP_SEQ_FEATURE	compositionally biased region:Poly-Leu	12	1.2332990750256936	0.0114504054026928	ENSMUSG00000006651, ENSMUSG00000026407, ENSMUSG00000031298, ENSMUSG00000058498, ENSMUSG00000036949, ENSMUSG00000051331, ENSMUSG00000031142, ENSMUSG00000036395, ENSMUSG00000049112, ENSMUSG00000023473, ENSMUSG00000032625, ENSMUSG00000029602	820	110	18012	2.3962749445676277	0.9999999999997568	0.5654330214154363	0.5609507937387385
GOTERM_CC_DIRECT	GO:0044316~cone cell pedicle	3	0.3083247687564234	0.01150297327596441	ENSMUSG00000028051, ENSMUSG00000037771, ENSMUSG00000061601	889	4	19662	16.587739032620924	0.9956000546108588	0.09464727134082997	0.0847587504544746
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	17	1.7471736896197325	0.011520231439209024	ENSMUSG00000018927, ENSMUSG00000024164, ENSMUSG00000027358, ENSMUSG00000023992, ENSMUSG00000064246, ENSMUSG00000060534, ENSMUSG00000023951, ENSMUSG00000024621, ENSMUSG00000020689, ENSMUSG00000038264, ENSMUSG00000002944, ENSMUSG00000019122, ENSMUSG00000038224, ENSMUSG00000035352, ENSMUSG00000028072, ENSMUSG00000058914, ENSMUSG00000032259	819	188	18082	1.9964279219598369	0.9999999999999999	0.3653929265440765	0.35977149690493687
GOTERM_BP_DIRECT	GO:0090129~positive regulation of synapse maturation	4	0.41109969167523125	0.011587028439859256	ENSMUSG00000006398, ENSMUSG00000057897, ENSMUSG00000006435, ENSMUSG00000066392	819	11	18082	8.028416028416029	0.9999999999999999	0.3653929265440765	0.35977149690493687
GOTERM_MF_DIRECT	GO:0070052~collagen V binding	3	0.3083247687564234	0.011674374139060112	ENSMUSG00000040152, ENSMUSG00000043631, ENSMUSG00000039269	795	4	17446	16.458490566037735	0.9999814965760487	0.23050679151165498	0.22230989052039998
UP_KEYWORDS	Calmodulin-binding	13	1.3360739979445015	0.012123489211350064	ENSMUSG00000057378, ENSMUSG00000061878, ENSMUSG00000057897, ENSMUSG00000030592, ENSMUSG00000000794, ENSMUSG00000024743, ENSMUSG00000020431, ENSMUSG00000020785, ENSMUSG00000021313, ENSMUSG00000051747, ENSMUSG00000032936, ENSMUSG00000021708, ENSMUSG00000047261	932	139	22680	2.275913175039368	0.9858346263280823	0.06936225794690447	0.05803375163465932
GOTERM_CC_DIRECT	GO:0005604~basement membrane	11	1.1305241521068858	0.012179064812191956	ENSMUSG00000032554, ENSMUSG00000079465, ENSMUSG00000020019, ENSMUSG00000000402, ENSMUSG00000026609, ENSMUSG00000067158, ENSMUSG00000037016, ENSMUSG00000001131, ENSMUSG00000020044, ENSMUSG00000023886, ENSMUSG00000023951	889	97	19662	2.508111743763988	0.9968078152324615	0.09848243787789702	0.08819322795035554
GOTERM_BP_DIRECT	GO:0030154~cell differentiation	50	5.138746145940391	0.012569136766901856	ENSMUSG00000006398, ENSMUSG00000034701, ENSMUSG00000056215, ENSMUSG00000001103, ENSMUSG00000004933, ENSMUSG00000026646, ENSMUSG00000038264, ENSMUSG00000021319, ENSMUSG00000028072, ENSMUSG00000035513, ENSMUSG00000054003, ENSMUSG00000063919, ENSMUSG00000074199, ENSMUSG00000010505, ENSMUSG00000025020, ENSMUSG00000002688, ENSMUSG00000060962, ENSMUSG00000041544, ENSMUSG00000006445, ENSMUSG00000021268, ENSMUSG00000035864, ENSMUSG00000054404, ENSMUSG00000005045, ENSMUSG00000029377, ENSMUSG00000032101, ENSMUSG00000027358, ENSMUSG00000048015, ENSMUSG00000002057, ENSMUSG00000043557, ENSMUSG00000041578, ENSMUSG00000023951, ENSMUSG00000048416, ENSMUSG00000048616, ENSMUSG00000039377, ENSMUSG00000032625, ENSMUSG00000086040, ENSMUSG00000057897, ENSMUSG00000026452, ENSMUSG00000030270, ENSMUSG00000048540, ENSMUSG00000048387, ENSMUSG00000060188, ENSMUSG00000022212, ENSMUSG00000029602, ENSMUSG00000000402, ENSMUSG00000030838, ENSMUSG00000037386, ENSMUSG00000039004, ENSMUSG00000047261, ENSMUSG00000017950	819	780	18082	1.415265646034877	1.0	0.3886669961415768	0.38268750389324485
GOTERM_BP_DIRECT	GO:0001649~osteoblast differentiation	12	1.2332990750256936	0.013356920287907697	ENSMUSG00000001506, ENSMUSG00000048616, ENSMUSG00000021943, ENSMUSG00000038264, ENSMUSG00000020427, ENSMUSG00000023000, ENSMUSG00000027358, ENSMUSG00000026697, ENSMUSG00000038567, ENSMUSG00000039004, ENSMUSG00000029304, ENSMUSG00000006445	819	113	18082	2.3445816720153005	1.0	0.4040815474499983	0.3978649082584599
GOTERM_BP_DIRECT	GO:0010460~positive regulation of heart rate	5	0.513874614594039	0.013448239883736208	ENSMUSG00000049281, ENSMUSG00000021313, ENSMUSG00000019789, ENSMUSG00000003476, ENSMUSG00000028635	819	21	18082	5.256700970986686	1.0	0.4040815474499983	0.3978649082584599
GOTERM_BP_DIRECT	GO:0010001~glial cell differentiation	5	0.513874614594039	0.013448239883736208	ENSMUSG00000097767, ENSMUSG00000030087, ENSMUSG00000048015, ENSMUSG00000047261, ENSMUSG00000031425	819	21	18082	5.256700970986686	1.0	0.4040815474499983	0.3978649082584599
KEGG_PATHWAY	mmu04151:PI3K-Akt signaling pathway	25	2.5693730729701953	0.013659693621972242	ENSMUSG00000038607, ENSMUSG00000026043, ENSMUSG00000055980, ENSMUSG00000022146, ENSMUSG00000022346, ENSMUSG00000023951, ENSMUSG00000005268, ENSMUSG00000024621, ENSMUSG00000001506, ENSMUSG00000023439, ENSMUSG00000020689, ENSMUSG00000000215, ENSMUSG00000025739, ENSMUSG00000038067, ENSMUSG00000071658, ENSMUSG00000028197, ENSMUSG00000079465, ENSMUSG00000025321, ENSMUSG00000029304, ENSMUSG00000006445, ENSMUSG00000040152, ENSMUSG00000067158, ENSMUSG00000031805, ENSMUSG00000038811, ENSMUSG00000036832	327	351	7691	1.6752049626667362	0.9588648454773063	0.09054425486564457	0.07844566908618344
GOTERM_CC_DIRECT	GO:0043209~myelin sheath	17	1.7471736896197325	0.013712786460608264	ENSMUSG00000069919, ENSMUSG00000029581, ENSMUSG00000041607, ENSMUSG00000026442, ENSMUSG00000020396, ENSMUSG00000049612, ENSMUSG00000027438, ENSMUSG00000062591, ENSMUSG00000026825, ENSMUSG00000027858, ENSMUSG00000032517, ENSMUSG00000016349, ENSMUSG00000039059, ENSMUSG00000073940, ENSMUSG00000031425, ENSMUSG00000052305, ENSMUSG00000037217	889	192	19662	1.9582747469066366	0.9984597332401448	0.10900503135636061	0.0976164459907707
GOTERM_MF_DIRECT	GO:0019955~cytokine binding	5	0.513874614594039	0.013723244381146672	ENSMUSG00000048616, ENSMUSG00000028444, ENSMUSG00000007888, ENSMUSG00000022146, ENSMUSG00000024621	795	21	17446	5.22491764001198	0.9999973029783776	0.24970923109223747	0.24082948472796614
SMART	SM00560:LamGL	3	0.3083247687564234	0.013931846387902496	ENSMUSG00000028370, ENSMUSG00000026609, ENSMUSG00000073530	521	4	10425	15.007197696737046	0.9803238006445544	0.26006113257417995	0.2544883940190189
GOTERM_BP_DIRECT	GO:0043524~negative regulation of neuron apoptotic process	15	1.5416238437821173	0.013932199398241791	ENSMUSG00000048482, ENSMUSG00000017716, ENSMUSG00000049001, ENSMUSG00000023011, ENSMUSG00000056073, ENSMUSG00000025422, ENSMUSG00000028444, ENSMUSG00000007888, ENSMUSG00000042258, ENSMUSG00000041498, ENSMUSG00000005413, ENSMUSG00000023951, ENSMUSG00000035352, ENSMUSG00000034891, ENSMUSG00000028072	819	160	18082	2.0698260073260073	1.0	0.41471079517196363	0.4083306290923949
GOTERM_BP_DIRECT	GO:0006874~cellular calcium ion homeostasis	11	1.1305241521068858	0.015008951591116754	ENSMUSG00000021313, ENSMUSG00000057378, ENSMUSG00000041771, ENSMUSG00000020689, ENSMUSG00000030409, ENSMUSG00000051331, ENSMUSG00000031142, ENSMUSG00000030592, ENSMUSG00000056073, ENSMUSG00000037940, ENSMUSG00000037996	819	100	18082	2.4285958485958488	1.0	0.4426251001639524	0.4358154832383532
GOTERM_BP_DIRECT	GO:0035094~response to nicotine	7	0.7194244604316548	0.01522180585931488	ENSMUSG00000057880, ENSMUSG00000027962, ENSMUSG00000027950, ENSMUSG00000035200, ENSMUSG00000028072, ENSMUSG00000005413, ENSMUSG00000032259	819	45	18082	3.4343779677113013	1.0	0.4447839602010816	0.43794113004414187
KEGG_PATHWAY	mmu04721:Synaptic vesicle cycle	8	0.8221993833504625	0.015322977489759101	ENSMUSG00000026825, ENSMUSG00000053375, ENSMUSG00000037771, ENSMUSG00000070570, ENSMUSG00000039714, ENSMUSG00000030500, ENSMUSG00000004113, ENSMUSG00000035864	327	62	7691	3.0348229259149653	0.972192466392999	0.09874807715622533	0.08555329098448831
GOTERM_CC_DIRECT	GO:0005901~caveola	10	1.027749229188078	0.015458221605468465	ENSMUSG00000021478, ENSMUSG00000061603, ENSMUSG00000003153, ENSMUSG00000002944, ENSMUSG00000063142, ENSMUSG00000017969, ENSMUSG00000055980, ENSMUSG00000024112, ENSMUSG00000005413, ENSMUSG00000040896	889	86	19662	2.571742485677662	0.9993288551074822	0.11885091693384771	0.1064336569556845
UP_KEYWORDS	Neurotransmitter biosynthesis	3	0.3083247687564234	0.01549589330602811	ENSMUSG00000023945, ENSMUSG00000070880, ENSMUSG00000026787	932	5	22680	14.600858369098713	0.9957054398434972	0.08495820335569963	0.07108250825176016
UP_KEYWORDS	Inflammatory response	14	1.4388489208633095	0.015579727836002226	ENSMUSG00000027221, ENSMUSG00000024164, ENSMUSG00000064246, ENSMUSG00000028885, ENSMUSG00000002688, ENSMUSG00000026778, ENSMUSG00000079293, ENSMUSG00000024621, ENSMUSG00000044103, ENSMUSG00000073418, ENSMUSG00000021624, ENSMUSG00000038264, ENSMUSG00000035352, ENSMUSG00000037731	932	161	22680	2.116066430304161	0.9958311963228758	0.08495820335569963	0.07108250825176016
GOTERM_BP_DIRECT	GO:0019722~calcium-mediated signaling	7	0.7194244604316548	0.01685518188611406	ENSMUSG00000021478, ENSMUSG00000021313, ENSMUSG00000061878, ENSMUSG00000019828, ENSMUSG00000028785, ENSMUSG00000024401, ENSMUSG00000028635	819	46	18082	3.359717577108882	1.0	0.47931923488636863	0.4719450928111937
GOTERM_CC_DIRECT	GO:0044297~cell body	11	1.1305241521068858	0.016899585189756573	ENSMUSG00000028174, ENSMUSG00000023439, ENSMUSG00000039194, ENSMUSG00000058831, ENSMUSG00000055471, ENSMUSG00000028222, ENSMUSG00000037196, ENSMUSG00000000794, ENSMUSG00000025921, ENSMUSG00000071658, ENSMUSG00000043613	889	102	19662	2.3851650896579106	0.999662397686146	0.12783718474186828	0.11448106096286711
GOTERM_BP_DIRECT	GO:0007631~feeding behavior	6	0.6166495375128468	0.017526002402283667	ENSMUSG00000021478, ENSMUSG00000048482, ENSMUSG00000032327, ENSMUSG00000048337, ENSMUSG00000032259, ENSMUSG00000018634	819	34	18082	3.8961430726136608	1.0	0.48965190922169716	0.48211880292597875
GOTERM_BP_DIRECT	GO:0010922~positive regulation of phosphatase activity	3	0.3083247687564234	0.01865770263208089	ENSMUSG00000027358, ENSMUSG00000030865, ENSMUSG00000022221	819	5	18082	13.246886446886446	1.0	0.49016000864715303	0.48261908543719684
GOTERM_BP_DIRECT	GO:0060676~ureteric bud formation	3	0.3083247687564234	0.01865770263208089	ENSMUSG00000015619, ENSMUSG00000048616, ENSMUSG00000074934	819	5	18082	13.246886446886446	1.0	0.49016000864715303	0.48261908543719684
GOTERM_BP_DIRECT	GO:0061743~motor learning	3	0.3083247687564234	0.01865770263208089	ENSMUSG00000045532, ENSMUSG00000068696, ENSMUSG00000033569	819	5	18082	13.246886446886446	1.0	0.49016000864715303	0.48261908543719684
GOTERM_BP_DIRECT	GO:0030240~skeletal muscle thin filament assembly	3	0.3083247687564234	0.01865770263208089	ENSMUSG00000051747, ENSMUSG00000010175, ENSMUSG00000007877	819	5	18082	13.246886446886446	1.0	0.49016000864715303	0.48261908543719684
GOTERM_BP_DIRECT	GO:1900086~positive regulation of peptidyl-tyrosine autophosphorylation	3	0.3083247687564234	0.01865770263208089	ENSMUSG00000020681, ENSMUSG00000023951, ENSMUSG00000074934	819	5	18082	13.246886446886446	1.0	0.49016000864715303	0.48261908543719684
GOTERM_BP_DIRECT	GO:0060317~cardiac epithelial to mesenchymal transition	4	0.41109969167523125	0.01877535982887054	ENSMUSG00000010797, ENSMUSG00000027358, ENSMUSG00000019789, ENSMUSG00000032744	819	13	18082	6.793275100967408	1.0	0.49016000864715303	0.48261908543719684
GOTERM_MF_DIRECT	GO:0019911~structural constituent of myelin sheath	3	0.3083247687564234	0.018872911433766525	ENSMUSG00000041607, ENSMUSG00000032517, ENSMUSG00000031425	795	5	17446	13.166792452830189	0.9999999790565898	0.30794472869008416	0.29699410795002723
GOTERM_MF_DIRECT	GO:0046982~protein heterodimerization activity	35	3.597122302158273	0.018914708551007322	ENSMUSG00000029177, ENSMUSG00000004296, ENSMUSG00000034701, ENSMUSG00000049265, ENSMUSG00000000794, ENSMUSG00000027358, ENSMUSG00000028005, ENSMUSG00000027950, ENSMUSG00000007888, ENSMUSG00000045318, ENSMUSG00000022346, ENSMUSG00000023951, ENSMUSG00000026787, ENSMUSG00000042743, ENSMUSG00000021478, ENSMUSG00000026628, ENSMUSG00000070880, ENSMUSG00000019789, ENSMUSG00000071637, ENSMUSG00000032744, ENSMUSG00000032303, ENSMUSG00000050556, ENSMUSG00000023484, ENSMUSG00000024990, ENSMUSG00000026058, ENSMUSG00000020396, ENSMUSG00000027849, ENSMUSG00000053519, ENSMUSG00000016200, ENSMUSG00000037386, ENSMUSG00000039004, ENSMUSG00000035200, ENSMUSG00000028280, ENSMUSG00000032259, ENSMUSG00000035864	795	514	17446	1.4942857842057606	0.9999999798684274	0.30794472869008416	0.29699410795002723
UP_SEQ_FEATURE	region of interest:Catalytic	7	0.7194244604316548	0.0190293760655794	ENSMUSG00000033510, ENSMUSG00000027419, ENSMUSG00000029410, ENSMUSG00000030671, ENSMUSG00000025584, ENSMUSG00000006127, ENSMUSG00000025877	820	47	18012	3.271510119356513	1.0	0.7743728357009166	0.768234327292665
GOTERM_CC_DIRECT	GO:0043198~dendritic shaft	8	0.8221993833504625	0.01961763346952226	ENSMUSG00000021478, ENSMUSG00000005089, ENSMUSG00000017740, ENSMUSG00000033981, ENSMUSG00000051331, ENSMUSG00000000632, ENSMUSG00000004113, ENSMUSG00000021730	889	61	19662	2.9005882461413637	0.9999078521056582	0.14154877072624522	0.1267600931876823
GOTERM_BP_DIRECT	GO:0050766~positive regulation of phagocytosis	7	0.7194244604316548	0.020475476555593057	ENSMUSG00000002944, ENSMUSG00000024164, ENSMUSG00000014361, ENSMUSG00000059498, ENSMUSG00000031028, ENSMUSG00000058715, ENSMUSG00000024401	819	48	18082	3.219729344729345	1.0	0.5222260238974026	0.5141917773759042
GOTERM_BP_DIRECT	GO:0006887~exocytosis	11	1.1305241521068858	0.0204955268405574	ENSMUSG00000032890, ENSMUSG00000053046, ENSMUSG00000037386, ENSMUSG00000023393, ENSMUSG00000019906, ENSMUSG00000022829, ENSMUSG00000039714, ENSMUSG00000054423, ENSMUSG00000024743, ENSMUSG00000050556, ENSMUSG00000003872	819	105	18082	2.312948427234142	1.0	0.5222260238974026	0.5141917773759042
GOTERM_MF_DIRECT	GO:0008201~heparin binding	14	1.4388489208633095	0.02050705183841839	ENSMUSG00000006651, ENSMUSG00000032496, ENSMUSG00000058897, ENSMUSG00000049001, ENSMUSG00000025020, ENSMUSG00000023886, ENSMUSG00000023951, ENSMUSG00000027656, ENSMUSG00000040152, ENSMUSG00000043631, ENSMUSG00000035270, ENSMUSG00000050069, ENSMUSG00000039269, ENSMUSG00000096606	795	151	17446	2.0346036902828106	0.999999995541189	0.3281128294146942	0.31644502405835273
GOTERM_CC_DIRECT	GO:0031674~I band	5	0.513874614594039	0.021348306407143438	ENSMUSG00000026407, ENSMUSG00000051747, ENSMUSG00000030592, ENSMUSG00000007877, ENSMUSG00000020067	889	24	19662	4.607705286839145	0.9999597650664236	0.15170235916591324	0.13585285895454915
GOTERM_BP_DIRECT	GO:0051966~regulation of synaptic transmission, glutamatergic	5	0.513874614594039	0.02145820051717843	ENSMUSG00000000617, ENSMUSG00000033981, ENSMUSG00000019828, ENSMUSG00000022619, ENSMUSG00000035864	819	24	18082	4.5996133496133496	1.0	0.5381446350174275	0.5298654867863901
